Date,DayOfWeek,Time,BadgeCode,ReaderCode,ResourceId,UserId,UserName,Result
2025-12-30,星期二,15:47:56,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:47:57,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:47:58,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:47:59,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:00,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:01,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:02,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:03,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:04,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:05,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:06,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:07,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:08,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:09,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:10,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:11,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:12,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:13,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:14,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:15,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:16,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:17,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:18,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:19,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:20,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:21,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:22,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:23,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:24,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:48:25,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:48:26,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:48:27,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:27,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:28,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:29,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:30,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:31,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:32,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:33,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:34,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:35,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:36,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:37,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:38,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:39,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:40,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:41,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:42,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:43,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:44,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:45,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:46,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:47,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:48,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:49,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:50,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:51,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:52,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:53,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:54,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:55,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:56,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:50:57,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:50:58,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:50:59,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:00,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:01,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:02,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:03,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:51:04,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:05,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:06,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:07,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:08,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:09,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:10,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:11,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:12,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:13,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:14,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:15,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:16,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:17,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:18,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:19,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:20,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:51:21,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:22,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:23,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:51:24,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:51:25,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:49,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:50,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:51,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:52,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:53,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:51:54,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:55,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:56,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:51:57,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:51:58,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:51:59,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:00,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:01,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:02,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:03,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:04,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:05,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:06,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:07,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:08,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:09,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:10,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:11,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:12,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:13,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:14,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:15,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:16,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:17,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:18,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:19,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:20,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:21,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:22,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:23,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:24,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:25,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:26,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:27,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:28,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:29,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:30,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:31,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:32,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:33,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:34,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:35,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:36,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:37,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:38,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:39,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:40,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:41,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:42,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:43,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:44,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:45,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:46,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:47,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:48,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:49,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:50,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:51,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:52,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:53,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:54,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:52:55,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:56,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:57,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:52:58,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:52:59,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:00,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:01,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:02,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:03,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:04,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:05,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:06,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:07,bdg_sup,rdr_front_door,res_main_gate,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:08,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:09,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:10,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:11,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:12,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:13,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:14,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:15,bdg_ww,rdr_coke_machine,res_vending_01,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:16,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:17,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:18,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:19,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:20,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:21,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:22,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:23,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:24,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:25,bdg_bat,rdr_front_door,res_main_gate,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:26,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:27,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:28,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:29,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:30,bdg_bat,rdr_lab_entry,res_lab_door,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:31,bdg_ww,rdr_front_door,res_main_gate,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:32,bdg_sup,rdr_lab_entry,res_lab_door,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:33,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:34,bdg_bat,rdr_coke_machine,res_vending_01,usr_001,Bruce:Wayne,DENIED
2025-12-30,星期二,15:53:35,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:36,bdg_ww,rdr_lab_entry,res_lab_door,usr_002,Diana:Prince,DENIED
2025-12-30,星期二,15:53:37,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
2025-12-30,星期二,15:53:38,bdg_sup,rdr_coke_machine,res_vending_01,usr_003,Clark:Kent,DENIED
